Metabolite	Common_metabolite_name	KEGG_ID	HMDB_ID	SMILES_metabolite
D-Sedoheptulose 7-phosphate	D-Sedoheptulose 7-phosphate	C05382	HMDB01068	OCC1(O)O[C@H](COP(O)(O)=O)[C@@H](O)[C@@H](O)[C@@H]1O
D-Ribose	D-Ribose	C00121	HMDB00283	OC[C@H]1OC(O)[C@H](O)[C@@H]1O
D-Xylulose	D-Xylulose	C00310	HMDB01644	OC[C@@H](O)[C@H](O)C(=O)CO
4-Guanidinobutyric acid	4-Guanidinobutanoic acid	C01035	HMDB03464	NC(N)=NCCCC(O)=O
Cysteamine	Cysteamine	C01678	HMDB02991	NCCS
L-Histidine	L-Histidine	C00135	HMDB00177	N[C@@H](CC1=CNC=N1)C(O)=O
"DL-3,4-Dihydroxyphenyl glycol"	"3,4-Dihydroxyphenylglycol"	C05576	HMDB00318	OCC(O)C1=CC(O)=C(O)C=C1
D-Arabinonic acid	Arabinonic acid	C00878	HMDB00539	OC[C@@H](O)[C@@H](O)[C@H](O)C(O)=O
Ethylmalonic acid	Ethylmalonic acid		HMDB00622	CCC(C(O)=O)C(O)=O
Glutaric acid	Glutaric acid	C00489	HMDB00661	OC(=O)CCCC(O)=O
Phosphatidic Acid	Phosphatidic acid	C00350		O=P(O)(OC[C@H](OC(=O)CCCCC)COC(=O)CCCCC)O
Betaine aldehyde	Betaine aldehyde	C00576	HMDB01252	C[N+](C)(C)CC=O
NADH	NADH	C00004	HMDB01487	NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](CO[P@](O)(=O)O[P@](O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C(N)N=CN=C23)[C@@H](O)[C@H]1O
Propionyl coenzyme A	Propionyl-CoA	C00100	HMDB01275	CCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N
2-Aminoadipic acid	Aminoadipic acid	C00956	HMDB00510	NC(CCCC(O)=O)C(O)=O
Biotin	Biotin	C00120	HMDB00030	[H][C@]12CS[C@@H](CCCCC(O)=O)[C@@]1([H])NC(=O)N2
2-Deoxyadenosine	Deoxyadenosine	C00559	HMDB00101	NC1=NC=NC2=C1N=CN2[C@H]1C[C@H](O)[C@@H](CO)O1
Nicotinamide adenine dinucleotide	NAD	 C00003	HMDB00902	NC(=O)C1=C[N+](=CC=C1)[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C2N=CN=C3N)[C@@H](O)[C@H]1O
Guanosine 5-monophosphate	Guanosine monophosphate	C00144	HMDB01397	NC1=NC2=C(N=CN2[C@@H]2O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]2O)C(=O)N1
Glutathione disulfide	Oxidized glutathione	C00127	HMDB03337	NC(CCC(=O)NC(CSSCC(NC(=O)CCC(N)C(O)=O)C(=O)NCC(O)=O)C(=O)NCC(O)=O)C(O)=O
Deoxyadenosine diphosphate	dADP	 C00206	HMDB01508	NC1=NC=NC2=C1N=CN2C1C[C@H](O)[C@@H](COP(O)(=O)OP(O)(O)=O)O1
Betaine aldehyde hydrate	Betaine aldehyde	C07345		C[N+](C)(C)CC(O)O
L-alpha-Glycerophosphorylcholine	Glycerophosphocholine	C00670	HMDB00086	C[N+](C)(C)CCOP([O-])(=O)OC[C@@H](O)CO
5-Methyltetrahydrofolic acid	5-Methyltetrahydrofolic acid	C00440	HMDB01396	CN1C(CNC2=CC=C(C=C2)C(=O)N[C@H](CCC(O)=O)C(O)=O)CNC2=C1C(=O)NC(N)=N2
Ascorbate	Ascorbic acid	C00072	HMDB00044	[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO
3-Phosphoadenosine 5-phosphosulfate	Phosphoadenosine phosphosulfate	C00053	HMDB01134	NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OS(O)(=O)=O)[C@@H](OP(O)(O)=O)[C@H]1O
N-Acetyl-L-aspartate	N-Acetyl-L-aspartic acid	C01042	HMDB00812	CC(=O)N[C@@H](CC(O)=O)C(O)=O
"D-Fructose 1,6-bisphosphate"	"beta-D-Fructose 1,6-bisphosphate"	C05378	HMDB60444	O[C@H]1[C@H](O)[C@@](O)(COP(O)(O)=O)O[C@@H]1COP(O)(O)=O
"D-Glucose 1,6-bisphosphate"	"Alpha-D-Glucose 1,6-bisphosphate"	C01231	HMDB03514	O[C@H]1[C@H](O)[C@@H](COP(O)(O)=O)O[C@H](OP(O)(O)=O)[C@@H]1O
2-Deoxyguanosine 5-diphosphate	dGDP	C00361	HMDB00960	NC1=NC2=C(N=CN2[C@H]2C[C@H](O)[C@@H](COP(O)(=O)OP(O)(O)=O)O2)C(=O)N1
Adenosine diphosphate	ADP	C00008	HMDB01341	NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O
4-Imidazoleacetic acid	Imidazoleacetic acid	C02835	HMDB02024	OC(=O)CC1=CN=CN1
4-Hydroxyphenylpyruvic acid	4-Hydroxyphenylpyruvic acid	C01179	HMDB00707	OC(=O)C(=O)CC1=CC=C(O)C=C1
3-Hydroxyanthranilic acid	3-Hydroxyanthranilic acid	C00632	HMDB01476	NC1=C(O)C=CC=C1C(O)=O
Adenosine monophosphate	Adenosine monophosphate	C00020	HMDB00045	NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O
Orotidine 5-monophosphate	Orotidylic acid	C01103	HMDB00218	O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP(O)(O)=O)N1C(=O)NC(=O)C=C1C(O)=O
Deoxycytidine triphosphate	dCTP	C00458	HMDB00998	NC1=NC(=O)N(C=C1)[C@H]1C[C@H](O)[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O1
3-Hydroxy-DL-kynurenine	Hydroxykynurenine	C02794	HMDB00732	NC(CC(=O)C1=C(N)C(O)=CC=C1)C(O)=O
Guanosine 5-triphosphate	Guanosine triphosphate	C00044	HMDB01273	NC1=NC2=C(N=CN2[C@@H]2O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]2O)C(=O)N1
Norepinephrine	Norepinephrine	C00547	HMDB00216	NC[C@H](O)C1=CC(O)=C(O)C=C1
Pyridoxine	Pyridoxine	C00314	HMDB00239	CC1=NC=C(CO)C(CO)=C1O
L-Kynurenine	L-Kynurenine	C00328	HMDB00684	N[C@@H](CC(=O)C1=CC=CC=C1N)C(O)=O
3-Aminopiperidin-2-one	3-Amino-2-piperidone		HMDB00323	NC1CCCNC1=O
5-Methoxy-3-indoleacetic acid	5-Methoxyindoleacetate	C05660	HMDB04096	COC1=CC2=C(NC=C2CC(O)=O)C=C1
Guanosine	Guanosine	C00387	HMDB00133	NC1=NC2=C(N=CN2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C(=O)N1
Inosine 5-triphosphate	Inosine triphosphate	C00081	HMDB00189	O[C@@H]1[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O[C@H]([C@@H]1O)N1C=NC2=C1N=CN=C2O
5-Methyluridine	Ribothymidine		HMDB00884	CC1=CN([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C(=O)NC1=O
Dimethylaminopurine	6-Dimethylaminopurine		HMDB00473	CN(C)C1=NC=NC2=C1NC=N2
Cytidine 5-diphosphate	CDP	C00112	HMDB01546	NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](COP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O
Betaine aldehyde	Betaine aldehyde	C00576	HMDB01252	C[N+](C)(C)CC=O
"3,5-Diiodo-L-tyrosine"	"3,5-Diiodo-L-tyrosine"	C01060	HMDB03474	N[C@@H](CC1=CC(I)=C(O)C(I)=C1)C(O)=O
"Adenosine 3,5-diphosphate"	"Adenosine 3',5'-diphosphate"	C00054	HMDB00061	NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](OP(O)(O)=O)[C@H]1O
"2,3-Diphospho-D-glyceric acid"	"2,3-Diphosphoglyceric acid"	C01159	HMDB01294	OC(=O)[C@@H](COP(O)(O)=O)OP(O)(O)=O
5-Methoxytryptamine	5-Methoxytryptamine	C05659	HMDB04095	COC1=CC2=C(NC=C2CCN)C=C1
Biotin	Biotin	C00120	HMDB00030	[H][C@]12CS[C@@H](CCCCC(O)=O)[C@@]1([H])NC(=O)N2
Guanosine 5-diphosphate	Guanosine diphosphate	C00035	HMDB01201	NC1=NC2=C(N=CN2[C@@H]2O[C@H](COP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]2O)C(=O)N1
4-Guanidinobutyric acid	4-Guanidinobutanoic acid	C01035	HMDB03464	NC(N)=NCCCC(O)=O
N-Acetyl-D-galactosamine	N-Acetylgalactosamine	C01132	HMDB00212	CC(=O)N[C@H]1[C@@H](O)O[C@H](CO)[C@H](O)[C@@H]1O
N-Acetyl-D-glucosamine	N-Acetyl-D-glucosamine	C00140	HMDB00215	CC(=O)N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O
Putrescine	Putrescine	C00134	HMDB01414	NCCCCN
4-Imidazoleacrylic acid	Urocanic acid	C00785	HMDB00301	OC(=O)\C=C\C1=CNC=N1
2-Deoxyribose-5-phosphate	Deoxyribose 5-phosphate	C00673	HMDB01031	O[C@H]1C[C@H](O)[C@@H](COP(O)(O)=O)O1
Pantothenic acid	Pantothenic acid	C00864	HMDB00210	CC(C)(CO)C(O)C(=O)NCCC(O)=O
Diadenosine triphosphate	Diadenosine triphosphate	C06197	HMDB01155	NC1=C2N=CN([C@H]3O[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(=O)OC[C@H]4O[C@H]([C@H](O)[C@@H]4O)N4C=NC5=C(N)N=CN=C45)[C@H](O)[C@@H]3O)C2=NC=N1
"4,6-Dioxoheptanoic acid"	Succinylacetone		HMDB00635	CC(=O)CC(=O)CCC(O)=O
Riboflavin 5-monophosphate	Flavin Mononucleotide	C00061	HMDB01520	CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(O)(O)=O)C1=NC(=O)NC(=O)C1=N2
Guanosine 5-monophosphate	Guanosine monophosphate	C00144	HMDB01397	NC1=NC2=C(N=CN2[C@@H]2O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]2O)C(=O)N1
Thymidine 5-triphosphate	Thymidine 5'-triphosphate	C00459	HMDB01342	CC1=CN([C@H]2C[C@H](O)[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O2)C(=O)NC1=O
L-alpha-Glycerophosphorylcholine	Glycerophosphocholine	C00670	HMDB00086	C[N+](C)(C)CCOP([O-])(=O)OC[C@@H](O)CO
3-Phosphoadenosine 5-phosphosulfate	Phosphoadenosine phosphosulfate	C00053	HMDB01134	NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OS(O)(=O)=O)[C@@H](OP(O)(O)=O)[C@H]1O
2-Deoxyribose-5-phosphate	Deoxyribose 5-phosphate	C00673	HMDB01031	O[C@H]1C[C@H](O)[C@@H](COP(O)(O)=O)O1
Betaine aldehyde hydrate	Betaine aldehyde	C07345		C[N+](C)(C)CC(O)O
"Adenosine 3,5-diphosphate"	"Adenosine 3',5'-diphosphate"	C00054	HMDB00061	NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](OP(O)(O)=O)[C@H]1O
Cytidine monophosphate	Cytidine monophosphate	C00055	HMDB00095	NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O
PIP2	PIP2	C04637		CCCCCC(OC[C@H](COP(O[C@@H]1[C@H](O)[C@H](O)[C@@H](OP([O-])(O)=O)[C@H](OP([O])(O)=O)[C@H]1O)([O-])=O)OC(CCCCC)=O)=O
N-Acetyl-L-aspartate	N-Acetyl-L-aspartic acid	C01042	HMDB00812	CC(=O)N[C@@H](CC(O)=O)C(O)=O
Glutathione disulfide	Oxidized glutathione	C00127	HMDB03337	NC(CCC(=O)NC(CSSCC(NC(=O)CCC(N)C(O)=O)C(=O)NCC(O)=O)C(=O)NCC(O)=O)C(O)=O
Deoxyadenosine diphosphate	dADP	 C00206	HMDB01508	NC1=NC=NC2=C1N=CN2C1C[C@H](O)[C@@H](COP(O)(=O)OP(O)(O)=O)O1
2-Deoxyguanosine 5-diphosphate	dGDP	C00361	HMDB00960	NC1=NC2=C(N=CN2[C@H]2C[C@H](O)[C@@H](COP(O)(=O)OP(O)(O)=O)O2)C(=O)N1
Adenosine diphosphate	ADP	C00008	HMDB01341	NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O
3-Hydroxy-3-methylglutaryl coenzyme A	3-Hydroxy-3-methylglutaryl-CoA	C00356	HMDB01375	C[C@](O)(CC(O)=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N
Orotidine 5-monophosphate	Orotidylic acid	C01103	HMDB00218	O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP(O)(O)=O)N1C(=O)NC(=O)C=C1C(O)=O
"D-Fructose 1,6-bisphosphate"	"beta-D-Fructose 1,6-bisphosphate"	C05378	HMDB60444	O[C@H]1[C@H](O)[C@@](O)(COP(O)(O)=O)O[C@@H]1COP(O)(O)=O
"D-Glucose 1,6-bisphosphate"	"Alpha-D-Glucose 1,6-bisphosphate"	C01231	HMDB03514	O[C@H]1[C@H](O)[C@@H](COP(O)(O)=O)O[C@H](OP(O)(O)=O)[C@@H]1O
4-Imidazoleacetic acid	Imidazoleacetic acid	C02835	HMDB02024	OC(=O)CC1=CN=CN1
6-Phosphogluconic acid	6-Phosphogluconic acid	 C00345	HMDB01316	O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)[C@@H](O)C(O)=O
Nicotinamide adenine dinucleotide	NAD	 C00003	HMDB00902	NC(=O)C1=C[N+](=CC=C1)[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C2N=CN=C3N)[C@@H](O)[C@H]1O
Norepinephrine	Norepinephrine	C00547	HMDB00216	NC[C@H](O)C1=CC(O)=C(O)C=C1
Pyridoxine	Pyridoxine	C00314	HMDB00239	CC1=NC=C(CO)C(CO)=C1O
D-Cellobiose	Cellobiose	C00185	HMDB00055	OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O
2-Deoxycytidine 5-diphosphate	dCDP	C00705	HMDB01245	NC1=NC(=O)N(C=C1)[C@H]1C[C@H](O)[C@@H](COP(O)(=O)OP(O)(O)=O)O1
Glucono delta-lactone	Gluconolactone	C00198	HMDB00150	OC[C@H]1OC(=O)[C@H](O)[C@@H](O)[C@@H]1O
Adenosine 5-phosphosulfate	Adenosine phosphosulfate	C00224	HMDB01003	NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OS(O)(=O)=O)[C@@H](O)[C@H]1O
Uridine monophosphate	Uridine 5'-monophosphate	C00105	HMDB00288	O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP(O)(O)=O)N1C=CC(=O)NC1=O
Cytidine 5-diphosphate	CDP	C00112	HMDB01546	NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](COP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O
S-(5-Adenosyl)-L-homocysteine	S-Adenosylhomocysteine	C00021	HMDB00939	N[C@@H](CCSC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C(N)N=CN=C12)C(O)=O
D-Sedoheptulose 7-phosphate	D-Sedoheptulose 7-phosphate	C05382	HMDB01068	OCC1(O)O[C@H](COP(O)(O)=O)[C@@H](O)[C@@H](O)[C@@H]1O
Riboflavin 5-monophosphate	Flavin Mononucleotide	C00061	HMDB01520	CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(O)(O)=O)C1=NC(=O)NC(=O)C1=N2
NADP	NADP	C00006	HMDB00217	NC(=O)C1=C[N+](=CC=C1)[C@@H]1O[C@H](CO[P@](O)(=O)O[P@](O)(=O)OC[C@H]2O[C@H]([C@H](OP(O)(O)=O)[C@@H]2O)N2C=NC3=C(N)N=CN=C23)[C@@H](O)[C@H]1O
Inosine 5-triphosphate	Inosine triphosphate	C00081	HMDB00189	O[C@@H]1[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O[C@H]([C@@H]1O)N1C=NC2=C1N=CN=C2O
D-Glucosamine 6-phosphate	Glucosamine 6-phosphate	C00352	HMDB01254	N[C@H]1[C@@H](O)O[C@H](COP(O)(O)=O)[C@@H](O)[C@@H]1O
3-Hydroxy-DL-kynurenine	Hydroxykynurenine	C02794	HMDB00732	NC(CC(=O)C1=C(N)C(O)=CC=C1)C(O)=O
Guanosine diphosphate mannose	Guanosine diphosphate mannose	C00096	HMDB01163	NC1=NC2=C(N=CN2[C@@H]2O[C@H](COP(O)(=O)OP(O)(=O)O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C(=O)N1
Coenzyme A	Coenzyme A	C00010	HMDB01423	CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)C(O)C(=O)NCCC(=O)NCCS
4-Guanidinobutyric acid	4-Guanidinobutanoic acid	C01035	HMDB03464	NC(N)=NCCCC(O)=O
2-Deoxyadenosine 5-triphosphate	Deoxyadenosine triphosphate	 C00131	HMDB01532	NC1=NC=NC2=C1N=CN2[C@H]1C[C@H](O)[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O1
Deoxyadenosine monophosphate	Deoxyadenosine monophosphate	C00360	HMDB00905	NC1=NC=NC2=C1N=CN2[C@H]1C[C@H](O)[C@@H](COP(O)(O)=O)O1
5-Methoxytryptamine	5-Methoxytryptamine	C05659	HMDB04095	COC1=CC2=C(NC=C2CCN)C=C1
Acetyl coenzyme A	Acetyl-CoA	C00024	HMDB01206	CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N
Betaine aldehyde	Betaine aldehyde	C00576	HMDB01252	C[N+](C)(C)CC=O
3-Methoxytyramine	3-Methoxytyramine	C05587	HMDB00022	COC1=C(O)C=CC(CCN)=C1
Phosphatidic Acid	Phosphatidic acid	C00350		O=P(O)(OC[C@H](OC(=O)CCCCC)COC(=O)CCCCC)O
Dephosphocoenzyme A	Dephospho-CoA	C00882	HMDB01373	CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=CN=C2N)C(O)C(=O)NCCC(=O)NCCS
Pyridoxamine	Pyridoxamine	C00534	HMDB01431	CC1=C(O)C(CN)=C(CO)C=N1
5-Methyluridine	Ribothymidine		HMDB00884	CC1=CN([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C(=O)NC1=O
D-Aspartate	D-Aspartic acid	C00402	HMDB06483	N[C@H](CC(O)=O)C(O)=O
L-Aspartate	L-Aspartic acid	C00049	HMDB00191	N[C@@H](CC(O)=O)C(O)=O
Thiamine pyrophosphate	Thiamine pyrophosphate	C00068	HMDB01372	CC1=C(CCO[P@](O)(=O)OP(O)(O)=O)SC=[N+]1CC1=CN=C(C)N=C1N
Dimethylaminopurine	6-Dimethylaminopurine		HMDB00473	CN(C)C1=NC=NC2=C1NC=N2
3-Hydroxybutyryl coenzyme A	3-Hydroxybutyryl-CoA	C01144	HMDB01166	C[C@@H](O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N
Betaine	Betaine	C00719	HMDB00043	C[N+](C)(C)CC([O-])=O
2-Deoxyguanosine	Deoxyguanosine	C00330	HMDB00085	NC1=NC2=C(N=CN2[C@H]2C[C@H](O)[C@@H](CO)O2)C(=O)N1
"3,5-Diiodo-L-tyrosine"	"3,5-Diiodo-L-tyrosine"	C01060	HMDB03474	N[C@@H](CC1=CC(I)=C(O)C(I)=C1)C(O)=O
4-Phenylbutanoic acid	Benzenebutanoic acid		HMDB00543	OC(=O)CCCC1=CC=CC=C1
Decanoic acid	Capric acid	C01571	HMDB00511	CCCCCCCCCC(O)=O
L-Arginine	L-Arginine	C00062	HMDB00517	N[C@@H](CCCN=C(N)N)C(O)=O
Adenosine monophosphate	Adenosine monophosphate	C00020	HMDB00045	NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O
Uridine	Uridine	C00299	HMDB00296	OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=CC(=O)NC1=O
L-Fucose 1-phosphate	Fucose 1-phosphate	C02985	HMDB01265	C[C@@H]1OC(OP(O)(O)=O)[C@@H](O)[C@H](O)[C@@H]1O
Dodecanedioic acid	Dodecanedioic acid	C02678	HMDB00623	OC(=O)CCCCCCCCCCC(O)=O
Phenethylamine	Phenylethylamine	C05332	HMDB12275	NCCC1=CC=CC=C1
Uridine 5-diphosphate	Uridine 5'-diphosphate	C00015	HMDB00295	O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP(O)(=O)OP(O)(O)=O)N1C=CC(=O)NC1=O
Putrescine	Putrescine	C00134	HMDB01414	NCCCCN
N-Acetyl-D-galactosamine	N-Acetylgalactosamine	C01132	HMDB00212	CC(=O)N[C@H]1[C@@H](O)O[C@H](CO)[C@H](O)[C@@H]1O
N-Acetyl-D-glucosamine	N-Acetyl-D-glucosamine	C00140	HMDB00215	CC(=O)N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O
Flavin adenine dinucleotide	FAD	C00016	HMDB01248	CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC3=C1N=CN=C3N)C1=NC(=O)NC(=O)C1=N2
Guanosine 5-diphosphate	Guanosine diphosphate	C00035	HMDB01201	NC1=NC2=C(N=CN2[C@@H]2O[C@H](COP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]2O)C(=O)N1
Phosphatidylserine	PS(16:0/16:0)	C02737	HMDB00614	CCCCCCCCCCCCCCCC(=O)OCC(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCCCCCCCCCCCCCC
"2,5-Dihydroxybenzoic acid"	Gentisic acid	C00628	HMDB00152	OC(=O)C1=CC(O)=CC=C1O
Glyoxylate	Glyoxylic acid	C00048	HMDB00119	OC(=O)C=O
Nicotinamide adenine dinucleotide	NAD	 C00003	HMDB00902	NC(=O)C1=C[N+](=CC=C1)[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C2N=CN=C3N)[C@@H](O)[C@H]1O
Flavin adenine dinucleotide	FAD	C00016	HMDB01248	CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC3=C1N=CN=C3N)C1=NC(=O)NC(=O)C1=N2
Glycolic acid	Glycolic acid	C00160	HMDB00115	OCC(O)=O
PIP3	"Phosphatidylinositol-3,4,5-trisphosphate"	C05981	HMDB04249	CC(=O)OC(COP(O)(=O)O[C@@H]1[C@H](O)[C@H](OP(O)(O)=O)[C@@H](OP(O)(O)=O)[C@H](OP(O)(O)=O)[C@H]1O)OC(C)=O
Cyclic AMP	Cyclic AMP	C00575	HMDB00058	NC1=NC=NC2=C1N=CN2[C@@H]1O[C@@H]2COP(O)(=O)O[C@H]2[C@H]1O
Dephosphocoenzyme A	Dephospho-CoA	C00882	HMDB01373	CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=CN=C2N)C(O)C(=O)NCCC(=O)NCCS
Succinyl coenzyme A	Succinyl-CoA	C00091	HMDB01022	CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)C(O)C(=O)NCCC(=O)NCCSC(=O)CCC(O)=O
5-Phospho-D-ribose 1-diphosphate	Phosphoribosyl pyrophosphate	C00119	HMDB00280	O[C@H]1[C@@H](O)[C@@H](OP(O)(=O)OP(O)(O)=O)O[C@@H]1COP(O)(O)=O
Oxaloacetic acid	Oxalacetic acid	C00036	HMDB00223	OC(=O)CC(=O)C(O)=O
3-Hydroxy-3-methylglutaryl coenzyme A	3-Hydroxy-3-methylglutaryl-CoA	C00356	HMDB01375	C[C@](O)(CC(O)=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N
Nicotinamide adenine dinucleotide	NAD	 C00003	HMDB00902	NC(=O)C1=C[N+](=CC=C1)[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C2N=CN=C3N)[C@@H](O)[C@H]1O
Flavin adenine dinucleotide	FAD	C00016	HMDB01248	CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC3=C1N=CN=C3N)C1=NC(=O)NC(=O)C1=N2
Dephosphocoenzyme A	Dephospho-CoA	C00882	HMDB01373	CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=CN=C2N)C(O)C(=O)NCCC(=O)NCCS
NADH	NADH	C00004	HMDB01487	NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](CO[P@](O)(=O)O[P@](O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C(N)N=CN=C23)[C@@H](O)[C@H]1O
Adenosine monophosphate	Adenosine monophosphate	C00020	HMDB00045	NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O
Nicotinamide hypoxanthine dinucleotide	NHD	C04423		c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4[nH]cnc5=O)O)O)O)O)C(=O)N
Xanthurenic acid	Xanthurenic acid	C02470	HMDB00881	OC(=O)C1=NC2=C(O)C=CC=C2C(O)=C1
Ascorbate	Ascorbic acid	C00072	HMDB00044	[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO
