metabolite	query_protein	log2_abundance	log2_abundance_corrected	met_mean	met_sd	p_value	q_value
L-Tryptophan	IDH2	-0.036204823	0.042581473	0.00714471	0.088543419	0.688995177	1
L-Tyrosine	IDH2	-0.237158176	0.044792236	-0.003666087	0.108087315	0.653918142	1
Leucinic acid;D-Leucic acid;2-Hydroxy-3-methylpentanoic acid	IDH2	-0.007894383	0.020837562	-0.003313881	0.064819469	0.709449524	1
Malonyl coenzyme A	IDH2	-0.793870075	0.143574024	0.020123559	0.202421913	0.541949848	1
Metanephrine	IDH2	-0.792383888	-0.103318863	-0.032944147	0.236718932	0.766243358	1
N-2-Furoylglycine	IDH2	-0.429478162	0.01794128	0.013275673	0.058775148	0.936729899	1
N-a-Acetyl-L-ornithine	IDH2	-0.563626628	-0.014805964	0.001796099	0.148638261	0.911065714	1
N-Acetyl-5-hydroxytryptamine	IDH2	0.024765455	-0.06145389	-9.19E-04	0.103842933	0.559931719	1
N-Acetyl-D-galactosamine;N-Acetyl-D-glucosamine	IDH2	-0.446156223	-0.034053321	-0.026876587	0.104473519	0.945232967	1
N-Acetylmuramic acid	IDH2	-0.060153832	0.023707445	-0.012488421	0.087717885	0.679870743	1
N-Acetylputrescine	IDH2	-0.707752262	0.02389134	-0.009755202	0.208647184	0.871888259	1
N-Formylanthranilic acid	IDH2	0.351803126	0.120233923	0.050920603	0.208526669	0.73959066	1
N-Glycolylneuraminic acid	IDH2	-0.0558998	8.39E-04	-0.016560057	0.042747261	0.684000733	1
N-Hexanoyl-glycine	IDH2	-0.033925603	0.004835814	-0.017587574	0.046893148	0.63252176	1
N-methyl-4-pyridone-3-carboxamide	IDH2	-0.431492244	-0.002511777	-0.013006443	0.086398826	0.903320605	1
"N,N-Diacetylchitobiose"	IDH2	-0.3614893	-0.031636601	0.002022446	0.095353006	0.72409288	1
Nicotinamide	IDH2	-0.386842418	0.01557784	-0.004016809	0.073231702	0.789029877	1
Nicotinamide hypoxanthine dinucleotide	IDH2	-0.268352953	0.056857373	0.011821395	0.130145586	0.729310345	1
Nicotinic acid	IDH2	-0.435824514	0.011015936	0.010842896	0.064995648	0.99787578	1
Octanoic acid	IDH2	-0.097069437	-0.003714017	-0.022293421	0.127933484	0.884531598	1
Octanoyl coenzyme A	IDH2	-1.168241954	0.076331339	0.040662347	0.290921817	0.902418472	1
Phenethylamine	IDH2	-0.383160843	-0.045328953	-0.019907886	0.10146127	0.802162458	1
Phosphatidylglycerol	IDH2	-0.35907171	-0.075474137	0.044422164	0.196170505	0.541077683	1
Porphobilinogen	IDH2	-0.066917082	-0.016339595	-0.02301634	0.035529887	0.850940055	1
Putrescine	IDH2	-0.328716357	-0.126739264	-0.014406987	0.23213565	0.628451227	1
Pyridoxal	IDH2	-0.144859298	0.102643087	0.085751895	0.203202007	0.93375205	1
Pyridoxamine	IDH2	-0.253574216	-0.029421266	0.039311604	0.106685352	0.519408273	1
S-(5-Adenosyl)-L-homocysteine	IDH2	-0.328328017	-0.10883876	-0.086317116	0.223509275	0.919737965	1
S-Lactoylglutathione	IDH2	-0.569127858	-0.113323497	-0.068842088	0.201720438	0.82547385	1
Stachyose	IDH2	-0.072893381	-0.028340589	-0.014098354	0.051667301	0.782814775	1
Taurine	IDH2	-0.406341407	0.010102589	-2.83E-04	0.051649996	0.840633411	1
Thiamine	IDH2	-0.203832271	0.109452554	0.010964237	0.208204769	0.636187613	1
Thiamine pyrophosphate	IDH2	-0.286690929	0.04799237	0.003476331	0.081262178	0.583824017	1
Thymidine 5-triphosphate	IDH2	-2.301688709	0.189045778	0.073137381	0.199289975	0.560831587	1
Thymidine monophosphate	IDH2	-0.301037467	-0.070404405	-0.052480709	0.124971507	0.885956702	1
UDP-GlcNAc;UDP-GalNAc	IDH2	-0.229930964	0.019734019	-0.017198492	0.089062755	0.678376436	1
Uric acid	IDH2	-0.174629241	0.164022784	0.110608021	0.169137986	0.75214989	1
Uridine 5-diphosphoglucose;Uridine 5-diphosphogalactose	IDH2	-0.129477554	0.045335188	0.060500677	0.166195029	0.927293023	1
Xanthosine	IDH2	-0.053576214	-0.009936896	0.006997559	0.060752556	0.780440733	1
Uridine monophosphate	IDH3a2bg	-3.400870766	-2.713274902	0.044113816	0.074492214	6.38E-300	2.51E-296
"2,3-Dihydroxypropyl hexopyranoside"	IDH3a2bg	-3.15681073	-2.255346089	-0.016209638	0.115539332	1.14E-83	8.58E-81
Cytidine monophosphate	IDH3a2bg	-4.204420882	-2.980625645	0.177344042	0.165962939	9.97E-81	7.02E-78
2-Deoxyguanosine 5-monophosphate	IDH3a2bg	-2.086180569	-2.042018074	-0.004571906	0.128639242	1.69E-56	7.74E-54
Nicotinamide ribotide	IDH3a2bg	-2.819199124	-1.87037528	0.083161216	0.139571242	1.63E-44	5.60E-42
Inosine 5-monophosphate	IDH3a2bg	-2.137560945	-1.458549435	0.04004263	0.111913239	6.86E-41	2.15E-38
Guanosine 5-monophosphate	IDH3a2bg	-4.53132608	-3.037094102	0.265989579	0.247305979	1.09E-40	3.39E-38
Adenosine 5-phosphosulfate	IDH3a2bg	1.632391547	-0.51985016	0.022506892	0.046662719	3.15E-31	7.30E-29
Deoxyadenosine diphosphate	IDH3a2bg	1.30536723	1.508279997	-0.044257492	0.160840868	4.79E-22	8.08E-20
Xanthosine 5-monophosphate	IDH3a2bg	-1.251151659	-0.965170562	0.009286482	0.106690928	6.63E-20	9.87E-18
2-Deoxycytidine 5-monophosphate	IDH3a2bg	-1.09504482	-0.996110001	-0.035243824	0.124051817	9.51E-15	1.00E-12
L-Arabinose;L-Ribulose;D-Xylose	IDH3a2bg	-0.488751364	0.774501442	0.008103974	0.099679994	1.49E-14	1.54E-12
D-Fructose;D-Galactose;Myoinositol	IDH3a2bg	-0.408628397	0.711118468	-0.008828201	0.101669137	1.43E-12	1.25E-10
Isobutyrylglycine	IDH3a2bg	-0.093159127	0.26405973	-0.014381864	0.041158199	1.33E-11	1.07E-09
N2-Acetyl-L-lysine;N6-Acetyl-lysine	IDH3a2bg	-0.128747	0.197384028	-0.02319685	0.033333357	3.66E-11	2.83E-09
2-Methylbutyrylglycine;Isovalerylglycine	IDH3a2bg	-0.091253427	0.23453708	-0.015351159	0.038974255	1.44E-10	1.03E-08
Betaine aldehyde hydrate	IDH3a2bg	-0.983832042	0.727020851	-0.042856293	0.121183465	2.11E-10	1.47E-08
Adenosine diphosphate;Deoxyguanosine 5-diphosphate	IDH3a2bg	0.396708322	0.865006168	-0.041516665	0.148349097	9.92E-10	6.45E-08
2-Methylglutaric acid;3-Methylglutaric acid;Adipic acid	IDH3a2bg	-0.191960421	0.219125019	-0.020889162	0.039747801	1.56E-09	9.89E-08
Ketoglutaric acid	IDH3a2bg	-1.614111894	-1.421022866	-0.039528308	0.23181153	2.53E-09	1.56E-07
Hippuric acid	IDH3a2bg	-1.782028473	-0.492946832	0.021035335	0.086311423	2.60E-09	1.60E-07
NAD	IDH3a2bg	0.49919184	0.927289278	0.010717965	0.15815023	6.81E-09	3.92E-07
2-Deoxyribose-5-phosphate	IDH3a2bg	0.617166455	0.795511535	-0.02791839	0.14533078	1.46E-08	8.06E-07
Isovaleric acid	IDH3a2bg	-0.170264658	0.227754668	-0.027956174	0.046568335	3.99E-08	2.07E-06
L-Pyroglutamic acid;D-Pyroglutamic Acid	IDH3a2bg	-0.156078274	0.202014145	-0.020764526	0.041820733	9.99E-08	4.86E-06
L-Proline;D-Proline	IDH3a2bg	-1.502022436	-0.244113431	-0.014386971	0.044078882	1.87E-07	8.69E-06
Dulcitol	IDH3a2bg	-0.35730155	0.64122052	0.010425483	0.121559619	2.11E-07	9.72E-06
L-a-Aspartyl-L-phenylalanine	IDH3a2bg	-0.154781378	0.641817698	0.095347306	0.106405746	2.81E-07	1.26E-05
Phenethylamine	IDH3a2bg	-1.601813277	-0.53997605	-0.019907886	0.10146127	2.96E-07	1.32E-05
N-Hexanoyl-glycine	IDH3a2bg	-0.072921164	0.213257416	-0.017587574	0.046893148	8.53E-07	3.51E-05
4-Imidazoleacetic acid	IDH3a2bg	-1.272223499	-0.193050336	0.00145948	0.039522038	8.59E-07	3.53E-05
5-Methyltetrahydrofolic acid	IDH3a2bg	-0.666011239	-0.596943687	0.007154012	0.122913157	8.89E-07	3.65E-05
3-Phosphoadenosine 5-phosphosulfate	IDH3a2bg	0.33599868	0.609174471	-0.030646096	0.13056633	9.57E-07	3.90E-05
D-Glucose;D-Mannose	IDH3a2bg	-0.179761077	0.660030045	0.01020838	0.133929229	1.22E-06	4.86E-05
2-Hydroxyphenylacetic acid;4-Hydroxyphenylacetic acid	IDH3a2bg	0.111189587	0.362271601	-0.009853472	0.076782476	1.26E-06	4.99E-05
L-Arginine	IDH3a2bg	-0.591044546	-0.231613958	-0.020060556	0.044372458	1.86E-06	7.19E-05
D-Glucuronic acid	IDH3a2bg	-0.249442575	0.137074663	-0.025153063	0.034559869	2.68E-06	1.01E-04
L-Glutamic acid	IDH3a2bg	-1.365908182	-0.345104379	-0.011229708	0.073017531	4.82E-06	1.71E-04
cis-4-Hydroxy-D-proline;trans-4-Hydroxy-L-proline	IDH3a2bg	-1.383374508	-0.224771081	-0.012109032	0.046761128	5.42E-06	1.90E-04
Glucono delta-lactone	IDH3a2bg	-0.873703824	0.380620006	0.002857613	0.084287895	7.40E-06	2.51E-04
Homocitrulline	IDH3a2bg	-1.224642185	-0.354154303	0.00411859	0.082482521	1.40E-05	4.47E-04
N-Acetyl-L-aspartate	IDH3a2bg	-0.916904919	-0.767264262	-0.009080098	0.174680212	1.42E-05	4.52E-04
L-Kynurenine	IDH3a2bg	-1.168344646	-0.271045124	0.026035943	0.068577549	1.48E-05	4.68E-04
3-Methoxytyramine	IDH3a2bg	-1.218110392	-0.511605049	-0.019122354	0.117832689	2.92E-05	8.61E-04
N-Acetyl-D-mannosamine	IDH3a2bg	-0.240124982	0.424567495	0.008294849	0.103074399	5.38E-05	0.001475853
Tyramine	IDH3a2bg	-1.078282869	-0.475722309	-0.017590717	0.114612952	6.41E-05	0.001732648
3-Hydroxy-DL-kynurenine	IDH3a2bg	-1.093181351	-0.432393064	0.047934634	0.121270177	7.47E-05	0.001984007
5-Methoxytryptamine	IDH3a2bg	-0.74727608	-0.59301481	0.067602701	0.168435976	8.78E-05	0.002293588
L-Citrulline	IDH3a2bg	-0.221660951	0.116539373	-0.016215193	0.033908244	9.04E-05	0.002353393
Sucrose;Isomaltose	IDH3a2bg	-0.063736345	0.491119948	-0.007139085	0.127272476	9.04E-05	0.002354543
Guanidineacetic acid	IDH3a2bg	-0.981777898	-0.245664829	0.012261632	0.066980194	1.18E-04	0.002981693
D-Lactaldehyde	IDH3a2bg	-0.119704323	0.246599911	-0.016679721	0.068864123	1.32E-04	0.003284177
Citraconic acid	IDH3a2bg	-0.047215544	0.292948369	-0.01480197	0.080573554	1.34E-04	0.003328599
Succinic acid;Methylmalonic acid	IDH3a2bg	-0.176686944	0.191724668	-0.015268634	0.055524573	1.93E-04	0.004560734
L-Asparagine;Ureidopropionic acid	IDH3a2bg	-1.427208397	-0.286498612	-0.007232007	0.07492743	1.94E-04	0.004573566
3-Sulfopyruvic acid	IDH3a2bg	-0.182367527	0.919991123	0.175541736	0.203943669	2.62E-04	0.00593903
5-Methyluridine	IDH3a2bg	-1.257654614	-0.220148676	0.01284479	0.064131975	2.80E-04	0.00629996
Hypotaurine	IDH3a2bg	-1.407121794	-0.193502516	-0.003748193	0.053087721	3.51E-04	0.007639702
D-Glucosamine 6-phosphate	IDH3a2bg	-0.664135189	-0.479004184	-0.023410512	0.129114883	4.18E-04	0.008853849
Betaine aldehyde	IDH3a2bg	-1.58820121	0.442228635	-0.04956737	0.140677576	4.72E-04	0.009832861
"DL-3,4-Dihydroxymandelic acid"	IDH3a2bg	-0.123512778	0.181491619	-0.013792487	0.056471032	5.44E-04	0.011069508
D-Glyceraldehyde;L-Lactic acid;3-Hydroxypropionic acid	IDH3a2bg	-0.170770786	0.147109173	-0.008518641	0.045050601	5.51E-04	0.011198651
Inosine	IDH3a2bg	-0.612749707	-0.369657409	0.04704823	0.124471343	8.15E-04	0.015563814
D-Glucosamine	IDH3a2bg	-1.197186198	-0.275369822	-0.01941397	0.077493125	9.57E-04	0.017822795
PIP2	IDH3a2bg	0.309723156	0.787819151	0.005530106	0.238583771	0.001042176	0.019105996
D-Tagatose 6-phosphate	IDH3a2bg	-0.851211612	0.673342275	0.065820776	0.185442783	0.001052666	0.019271901
Flavin Mononucleotide	IDH3a2bg	0.068776162	0.377218171	0.00522865	0.113818177	0.001082038	0.01970919
N-Acetyl-D-galactosamine;N-Acetyl-D-glucosamine	IDH3a2bg	-0.499159951	0.313215956	-0.026876587	0.104473519	0.00113273	0.020468965
Diadenosine triphosphate	IDH3a2bg	0.220597137	0.923236778	-0.02674434	0.292945904	0.001183384	0.021218169
Anserine	IDH3a2bg	-0.21439338	0.117316111	-0.027277602	0.044602902	0.001187771	0.021268349
4-Imidazoleacrylic acid	IDH3a2bg	-1.320886295	-0.154733588	0.019281735	0.054094531	0.001295952	0.022856911
Cytidine	IDH3a2bg	-0.708258635	-0.47067291	0.046546105	0.162170196	0.001425886	0.024642086
"Adenosine 3,5-diphosphate"	IDH3a2bg	0.220459646	0.380727443	-0.014846415	0.124520993	0.00148928	0.02552675
L-Alanine;Beta-alanine	IDH3a2bg	-1.058825246	-0.272678819	0.001515248	0.086784625	0.001580523	0.026806066
3-Hydroxy-3-methylglutaryl coenzyme A	IDH3a2bg	-0.299186592	0.401083409	-0.021457187	0.13502102	0.00175138	0.029109789
DL-2-Amino-3-phosphonopropionic acid	IDH3a2bg	-0.216795399	0.14053614	-0.016669413	0.050462392	0.001837571	0.030167807
"DL-3,4-Dihydroxyphenyl glycol"	IDH3a2bg	-0.137414571	0.241097978	-0.022271167	0.084815325	0.001901459	0.031079445
DL-4-Hydroxy-3-methoxymandelic acid	IDH3a2bg	-0.129560356	0.194909902	-0.013601224	0.06735653	0.00196393	0.031859361
Creatine	IDH3a2bg	-1.081858445	-0.236453801	0.00326352	0.077455057	0.00196865	0.031905
L-Malic acid	IDH3a2bg	-0.712396853	-0.551120718	-0.055971745	0.161145781	0.002121478	0.033760555
Thiamine pyrophosphate	IDH3a2bg	-0.328630176	0.248857063	0.003476331	0.081262178	0.002530937	0.039087035
D-Ribose;D-Xylulose	IDH3a2bg	-0.645432536	0.422856971	-0.003018731	0.142186996	0.002742826	0.041771459
Propionyl coenzyme A	IDH3a2bg	-0.184078999	1.242790595	0.144860503	0.370318577	0.003028543	0.045298208
D-Sedoheptulose 7-phosphate	IDH3a2bg	0.279067233	0.377737318	-0.048290154	0.143863289	0.00306308	0.04570244
NADH	IDH3a2bg	-2.922565117	-1.943259768	0.088489441	0.688058161	0.003148302	0.046651606
Glutaric acid;Ethylmalonic acid	IDH3a2bg	-0.162664085	0.154876677	-0.017905493	0.058806991	0.00330206	0.048303182
Pyridoxine;Norepinephrine	IDH3a2bg	-1.106620552	-0.185356226	0.040871623	0.07759992	0.00355335	0.051180631
L-Glutamine;D-Glutamine;Ureidoisobutyric acid	IDH3a2bg	-1.081431473	-0.251447532	-0.009005125	0.083472381	0.003678842	0.052527532
4-Hydroxyphenylpyruvic acid	IDH3a2bg	-0.040017895	0.189668583	-0.011250052	0.070099709	0.004154532	0.057799896
L-Leucine;L-Isoleucine;L-Alloisoleucine	IDH3a2bg	-1.403504704	-0.237600943	-0.030403884	0.072469978	0.004248791	0.058840978
Phosphatidic Acid	IDH3a2bg	0.725648244	0.826201928	0.062670328	0.268718636	0.004491884	0.061496266
2-Deoxyadenosine	IDH3a2bg	-0.807319744	0.417485542	-0.090603477	0.179869453	0.004731524	0.064030543
L-Fucose	IDH3a2bg	-0.700019788	0.455250217	0.005292073	0.159500209	0.004786667	0.064593945
NADP	IDH3a2bg	-0.249406089	0.4010646	0.020206855	0.135919148	0.005077264	0.067615698
D-Arabinonic acid	IDH3a2bg	-0.232726887	0.111262223	-0.019127172	0.046870316	0.005403863	0.071123551
Cysteamine	IDH3a2bg	-1.022338958	-0.317089302	-0.006248613	0.112968699	0.00593113	0.076520489
L-Histidine	IDH3a2bg	-1.063191377	-0.20835921	-0.006492698	0.074322629	0.006605913	0.082800298
Guanosine diphosphate mannose	IDH3a2bg	-0.279896024	0.213721581	-0.015628714	0.084672154	0.00675502	0.084274692
"N,N-Diacetylchitobiose"	IDH3a2bg	-0.325055077	0.259421146	0.002022446	0.095353006	0.006945851	0.086141676
1-Methyl-L-histidine	IDH3a2bg	-0.875255239	0.415035159	-0.028736487	0.165223927	0.007233906	0.089119641
"3,5-Diiodo-L-tyrosine"	IDH3a2bg	-0.045473672	0.236342185	-0.009951427	0.093171998	0.008207084	0.09811123
Biotin	IDH3a2bg	-1.14516997	-0.205051712	0.011431927	0.081982098	0.008275427	0.098681481
D-Gluconic acid	IDH3a2bg	-0.200265846	0.1093199	-0.025905813	0.051294755	0.008382835	0.099660447
Acetylcholine	IDH3a2bg	-1.518581362	0.288488164	-0.002553424	0.110896741	0.008679217	0.102383857
4-Guanidinobutyric acid	IDH3a2bg	-0.627759323	-0.235505691	0.044781565	0.107827933	0.009338858	0.108332372
Adenosine	IDH3a2bg	-0.916523366	0.260766587	-0.018379761	0.107934642	0.009702554	0.111297519
UDP-Glucuronate	IDH3a2bg	-0.395274245	0.303181131	-0.012401109	0.122313954	0.009877169	0.112855681
L-Cystathionine	IDH3a2bg	-0.210905764	0.097558155	-0.012289583	0.043264874	0.011118288	0.123066043
2-Deoxyguanosine	IDH3a2bg	-0.177670023	0.529456436	0.022202532	0.201580223	0.011856483	0.129332221
Cytidine-5-monophospho-N-acetylneuraminic acid	IDH3a2bg	-0.259655766	0.212701074	-0.01533813	0.091947126	0.013134099	0.139673443
DL-5-Hydroxylysine	IDH3a2bg	-0.246125097	0.144606241	-0.028114931	0.069828182	0.013379057	0.141446913
2-Aminoadipic acid	IDH3a2bg	-1.471697485	-0.157393689	-0.019024075	0.056131841	0.013698175	0.144137709
Epinephrine	IDH3a2bg	-0.918245097	0.189205476	-0.02847372	0.089083739	0.014544177	0.150695201
L-Pipecolic acid	IDH3a2bg	-1.569124592	-0.155414494	-0.017193777	0.056626848	0.014650536	0.151468081
Hydroxypyruvate	IDH3a2bg	-0.220367844	0.110896499	-0.009610607	0.050258468	0.016496242	0.165117837
D-Galactaric acid	IDH3a2bg	-0.17638739	0.138885757	-0.019737542	0.066806212	0.017578473	0.17307737
D-Cellobiose	IDH3a2bg	-0.376065389	-0.180474144	-0.026217064	0.065007007	0.017647606	0.173604826
Orotic acid	IDH3a2bg	0.268903774	0.358273098	-0.028041092	0.164199018	0.018636699	0.180627018
Nicotinamide hypoxanthine dinucleotide	IDH3a2bg	-0.251507709	0.311546272	0.011821395	0.130145586	0.021279019	0.199462645
UDP-GlcNAc;UDP-GalNAc	IDH3a2bg	-0.268373756	0.187776098	-0.017198492	0.089062755	0.021365503	0.20003598
Choline glycerophosphate	IDH3a2bg	-0.874315607	0.989762892	0.157076425	0.365733036	0.022800542	0.209630857
N-Acetylputrescine	IDH3a2bg	-1.01220789	0.465244455	-0.009755202	0.208647184	0.022811991	0.209649186
L-Aspartic acid;D-Aspartic acid	IDH3a2bg	-0.075707588	0.163654654	-0.014823515	0.07858247	0.023133592	0.211603633
Guanosine	IDH3a2bg	-0.022138498	0.155538474	0.021166125	0.059894004	0.024864428	0.222433944
L-Dihydroorotic acid	IDH3a2bg	-0.341746807	0.254191594	0.021384297	0.105111075	0.026769034	0.234888802
Pantothenic acid	IDH3a2bg	-1.349786066	-0.167873986	-0.002717777	0.074697088	0.027034958	0.236405611
L-Serine;D-Serine	IDH3a2bg	-0.21010639	0.119619256	-0.015458231	0.06160472	0.028332724	0.2439406
"D-myo-Inositol-1,4,5-triphosphate"	IDH3a2bg	-1.112359783	-0.380615221	0.031430367	0.188235929	0.028597945	0.245340457
Dihydrouracil	IDH3a2bg	-1.400388752	-0.11435985	0.027180048	0.064715929	0.028735574	0.246048123
Adenine	IDH3a2bg	-0.264432093	0.47806642	0.053859757	0.194310134	0.029025336	0.247610607
Dimethylaminopurine	IDH3a2bg	-1.056020943	-0.365662938	0.005108803	0.170445564	0.029606981	0.251004944
L-Lysine	IDH3a2bg	-0.255635757	0.083364504	-0.026713476	0.050648428	0.029752175	0.251948675
L-Phenylalanine	IDH3a2bg	-0.21921385	0.07843587	-0.012180806	0.041827534	0.030277882	0.255334446
2-Deoxyuridine	IDH3a2bg	-0.397793214	0.339798646	0.01959098	0.148422965	0.030974532	0.259704161
"2,5-Dihydroxybenzoic acid"	IDH3a2bg	0.445841297	0.38366924	0.041663061	0.159544498	0.032061637	0.266118744
Pyridoxamine-5-phosphate	IDH3a2bg	-0.543067724	-0.107042191	-0.001343472	0.049676573	0.033358834	0.273412576
Flavin adenine dinucleotide	IDH3a2bg	0.252116601	0.325760597	-0.055620126	0.181585046	0.035703596	0.286266029
Putrescine	IDH3a2bg	-0.149495915	0.46810373	-0.014406987	0.23213565	0.037656685	0.297752499
Uridine 5-diphosphoglucose;Uridine 5-diphosphogalactose	IDH3a2bg	-0.222799738	0.402661523	0.060500677	0.166195029	0.039514255	0.307678876
Deoxyadenosine monophosphate	IDH3a2bg	0.203022141	0.23425001	-0.013179005	0.120929558	0.040750563	0.314343375
"D-Erythrono-1,4-lactone"	IDH3a2bg	-0.302287863	0.442304138	0.056662729	0.189970472	0.042355817	0.322886425
Phosphatidylcholine	IDH3a2bg	-0.735056989	-0.192443158	-0.003683558	0.09382545	0.044239273	0.331383229
Phosphocholine	IDH3a2bg	-1.427181487	-0.124878276	0.026267668	0.075211411	0.044472002	0.332548823
Metanephrine	IDH3a2bg	-0.895200688	0.442639773	-0.032944147	0.236718932	0.044530152	0.332797753
D-Glutamic acid	IDH3a2bg	0.210789428	0.241666723	-0.043578045	0.142950239	0.045997852	0.340037422
DL-Homocysteine	IDH3a2bg	-0.12091736	0.119531298	-0.010226323	0.065327152	0.047002914	0.344658858
Trans-beta-Hydromuconic acid	IDH3a2bg	-1.081271617	-0.113531574	-0.004654138	0.055114308	0.048213242	0.351034147
Taurine	IDH3a2bg	-1.402828199	-0.102308928	-2.83E-04	0.051649996	0.048231199	0.35108851
Pyridoxamine	IDH3a2bg	-0.889101501	-0.170861751	0.039311604	0.106685352	0.048834921	0.353905127
Nicotinamide	IDH3a2bg	-1.387562146	-0.146731162	-0.004016809	0.073231702	0.051318642	0.365727282
Pyridoxal	IDH3a2bg	-1.176243266	-0.30390636	0.085751895	0.203202007	0.055162945	0.383662932
Thymidine	IDH3a2bg	-0.547435554	0.319543396	-0.010229264	0.17340618	0.057205764	0.392681643
N-Acetylneuraminic acid	IDH3a2bg	-0.265406	0.059127432	-0.017783766	0.040617976	0.058287934	0.39708766
Leucinic acid;D-Leucic acid;2-Hydroxy-3-methylpentanoic acid	IDH3a2bg	-0.135680596	0.11918526	-0.003313881	0.064819469	0.058777888	0.398913242
Decanoic acid	IDH3a2bg	0.285875892	0.261453711	-0.038527233	0.161403467	0.063086969	0.416019714
Dimethylglycine;Gamma-Aminobutyric acid	IDH3a2bg	-1.283118059	-0.161754368	-0.02121442	0.075738049	0.063509796	0.417943288
Biocytin	IDH3a2bg	-0.300730796	-0.119404321	-0.010272355	0.060727552	0.072323713	0.452203934
2-Oxoadipic acid	IDH3a2bg	-0.262968996	0.064747903	-0.008953768	0.041174405	0.073455921	0.456765622
4-Hydroxyphenylacetylglycine	IDH3a2bg	-0.167987218	0.066343779	-0.0648287	0.07333461	0.073665645	0.457474728
N-a-Acetyl-L-ornithine	IDH3a2bg	-0.771600205	0.265373998	0.001796099	0.148638261	0.076181603	0.467161087
N-Acetylmuramic acid	IDH3a2bg	-0.262383127	0.141477001	-0.012488421	0.087717885	0.079219276	0.478511306
2-Deoxycytidine 5-diphosphate	IDH3a2bg	0.012928684	0.174831752	-0.02684335	0.116600871	0.083698339	0.492932769
S-(5-Adenosyl)-L-methionine	IDH3a2bg	-0.321275269	0.391760753	-0.030738647	0.244559805	0.084061518	0.49394707
1-Methylhistamine	IDH3a2bg	-1.400756871	0.21580382	-0.037751762	0.149034699	0.088883082	0.510661917
L-Threonine	IDH3a2bg	-0.256605371	0.072343342	-0.023019779	0.05626318	0.090085435	0.514917881
Guanosine 5-triphosphate	IDH3a2bg	-1.580107395	-0.593819679	0.030266357	0.371938537	0.093361182	0.525916847
Urea	IDH3a2bg	-0.388089786	0.242823534	0.023866834	0.130987493	0.094606229	0.530297186
(R)-3-Hydroxybutyric acid	IDH3a2bg	-0.670341251	0.148662258	-0.039267901	0.112575999	0.095045548	0.531613288
Butyryl coenzyme A	IDH3a2bg	-0.237725958	-0.292703632	-0.010671892	0.17033959	0.097782015	0.540628085
